release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-5b4acd7c7ea5161f-01,[en] abet [en] bit [id] bit [ca] bot [en] finish [en] bite [nb] bite [nn] bite [non] beit [non] beit [en] boat [gl] fender [pt] fender [non] biti [nb] fiber [en] aphid [da] bide [en] bait [en] bait [fr] bitte [ovd] båt [nb] båt [gmq-bot] båt [da] båd [la] finis [fo] bátur [sv] bita [goh] bizzo [gl] fecha [es] hender [fo] bíta [is] bíta [non] bíta [de] Biss [goh] bizan [gd] biodag [it] fendere [la] fibra [ca] fendre [fr] fendre [nb] infinitiv [wym] bajsa [got] 𐌱𐌴𐌹𐍄𐌰𐌽 [yi] ביס [sq] bisk [yi] בײַסן [io] fendar [sa] भेद [hrx] beise [nb] abelmoskusfiber [sa] भिद् [nb] a-infinitiv,*bʰeyd-,,52,55,etymology_db,,
train-2e96b0d62c0d1f71-01,[en] abiogenesis [en] quicken [en] victual [cy] buan [grc] βίος [en] biogenesis [br] bevañ [xcl] կեամ [cy] byw [lv] dzīsla [xto] śo- [txb] śai- [lv] dzīt [sq] nxit [la] Vitumnus [ru] изгой [sa] जीव् [txb] śaul [grc] Ζευάκος,*gʷeyh₃-,,19,56,etymology_db,,
train-d75a4ab3689a7926-01,[en] abiogenesis [nn] kind [it] gente [pt] gente [es] gente [ca] gent [en] genesis [la] genesis [nn] genesis [en] gens [la] gens [grc] γένεσις [en] biogenesis [lt] gentis [sa] जाति [nb] genese [ro] gintă [sq] dhen [nb] abiogenese [pl] geneza [id] genesa,*ǵénh₁tis,,21,57,etymology_db,,
train-d4441fef2f80dd79-01,[en] abject [en] trajectory [la] iacio [grc] ἵημι [gl] xeito,*(H)yeh₁-,,5,58,etymology_db,,
train-5aed3dd4d8ac8f8c-01,[nb] abnormal [nb] abnorm [sga] -em [nb] abnormitet [grc] -μων [nb] abnormskole,*-mō,,6,59,etymology_db,,
train-324de5323dd68c8e-01,[nb] abnormal [en] chasma [nb] abnorm [nb] abnormitet [la] -sco [grc] ἀραρίσκω [grc] -σκω [xcl] -ց- [nb] abnormskole,*-sḱéti,,9,60,etymology_db,,
train-5ff37910337531c6-01,[nb] abnormal [en] can [sco] can [en] know [en] kith [en] con [en] keen [nl] kunnen [en] gnomon [la] gnomon [la] gloria [fo] kunna [is] kunna [non] kunna [sv] kunna [it] conoscere [af] kan [fi] kone [ang] cunnan [de] können [nl] kennen [dum] kennen [grc] γνῶσις [en] couth [da] kunne [nb] kunne [nn] kunne [hi] ज्ञान [id] norma [la] norma [en] kenning [sga] sona [la] narro [grc] γνωρίζω [cu] знати [orv] знати [rue] знати [sh] знати [uk] знати [cs] znát [sh] znati [sl] znati [pl] znać [hsb] znać [nb] abnorm [pt] nobre [enm] kene [nb] abnormitet [gd] gnàth [en] quaintrelle [gmw-cfr] kenne [pdc] kenne [gmw-stm] kenne [ga] gnáth [ang] cnæwe [got] 𐌺𐌿𐌽𐌽𐌰𐌽 [be] знаць [pt] noção [sa] ज्ञा [ltg] zynuot [xto] kñā- [tg] шинохтан [sga] adgnin [is] knega [gsw] chöne [sk] znať [dum] connen [en] inenarrable [fo] knáur [non] kná [sa] जज्ञौ [gl] groria [nb] abnormskole [ltg] znūts,*ǵneh₃-,,74,61,etymology_db,,
train-7ab37eb02493cd0a-01,[nb] abort [sh] rat [en] earl [pl] earl [en] orient [sa] ऋ [nb] ruse [en] random [en] earn [sh] rasti [sl] rasti [en] yearn [nb] abortiv [grc] οὖρος [cs] růst [la] arista [cu] расти [ru] расти [sh] расти [nb] aboriginer [grc] ὄρος [grc] ὄρνυμι [xcl] որոր [la] orior [sq] rri [nb] abortere [xcl] յառնեմ [grc] ἔρις [cs] zřítit [nb] aborigin [dsb] rosć [xcl] արմ [hit] 𒀀𒊒𒈾𒀸 [sa] ऋति [nb] abortus provocatus [hit] 𒅈𒉡𒊻𒍣 [grc] ἔρνος [xto] ār- [txb] ār- [grc] ὀρίνω [grc] ὄρμενος [gl] randón [grc] ἄψορρος [nb] aboriginsk [nb] abortering [nb] abortpille [nb] abortsøkende [nb] abortsøker [nb] abborruse [pl] randomowy [sa] ऋच्छति,*h₃er-,,51,62,etymology_db,,
train-f2f47098190ce666-01,[en] abraid [en] braid,*bʰrēḱ-,,2,63,etymology_db,,
train-68658500d7b2ff13-01,[nb] abrupt [it] rompere [ca] rompre [fr] rompre [pt] romper [es] romper [ro] rupe [la] rumpo [fro] rumperie,*Hrunépti,,9,64,etymology_db,,
train-0063c417d929f8ce-01,[en] odd [en] wear [fr] gâteau [fi] ostaa [fr] vase [ang] ord [fa] بان [ca] basar [nb] basar [nn] basar [sco] wuss [ang] wesan [fr] bazar [it] bazar [non] vist [sa] वस्ते [got] 𐍅𐌹𐍃𐌰𐌽 [grc] ἕννυμι [en] vilipend [en] gazon [fr] gazon [la] vescor [fa] بام [ang] wese [fa] بها [la] venum [en] wastel [fro] gastel [pal] wʾčʾl [txb] wäs- [cy] gwisg [grc] εἷμα [grc] ἑανός [grc] ἐσθής [glk] واجار [ae] 𐬬𐬀𐬯𐬙𐬭𐬀 [glk] هین,*wes-,,37,65,etymology_db,,
train-9688e00cb42195d8-01,[nl] herfst [en] harvest [is] haust [nn] haust [non] haust [grc] καρπός [la] carpo [fo] heyst [nb] høst [sv] höst [tr] karpuz [sq] karpë [lv] kurpe [pt] carpir [pl] czerpać [af] herfs [lij] carpî [en] regmacarp [grc] κρώπιον [lt] kirpti,*kerp-,,20,66,etymology_db,,
train-e25da5096f364af4-01,[fr] été [en] ether [it] estate [la] aestas [sv] id [en] anneal [en] oast [grc] αἴθω [grc] Αἴτνη [grc] αἶθος [en] Etna [non] eðla [ang] adl [la] aestus [pt] estio [en] adle [sq] hith [fa] هیزم [br] oaz [sa] इध् [ga] aodh [la] Aedui [sa] एध् [txb] intsau [it] eduo [os] ирд,*h₂eydʰ-,,26,67,etymology_db,,
train-98c702aa3b8bdbcc-01,[en] calendar [de] hell [en] low [en] class [la] clarus [fr] clair [en] claim [en] hale [en] haul [it] chiamare [es] llamar [en] reconciliation [non] skjalla [en] calends [de] Schall [hrx] Schall [la] calo [ro] chema [la] clamo [la] classis [fr] clamer [ro] chiar [pt] chamar [lt] kalba [it] calende [ga] coileach [gd] coileach [et] reklaam [gv] kellagh [sga] cailech [ru] колдовать [ang] geholian [ceb] yamar [gmw-rfr] Schell [nl] schallen [is] hjal [nrf] calendriyi [sa] उषःकल [ang] calend [mh] kilaj [mh] kilaaj [id] klaim [grc] συγκαλέω,*kelh₁-,,43,68,etymology_db,,
train-719e1fbe371328b1-01,[en] week [af] week [nl] week [sv] vecka [fo] vika [is] vika [nn] vika [non] vika [nb] uke [de] Woche [wym] woh [da] uge [nn] veke [fr] avachi [fr] avachir [li] waek,*weyg-,,16,69,etymology_db,,
train-b19337f177b10fda-01,[en] leap [is] hlaupa [non] hlaupa [nds] lopen [sv] löpa [fo] leypa [nb] løpe [gmq-bot] löup [nn] laupa,*klewb-,,9,70,etymology_db,,
train-064e5dcbbc457d6a-01,[ang] leap [en] love [en] lob [en] leave [en] leave [nl] lief [fi] lupa [krl] lupa [vot] lupa [la] libido [es] lumi [en] lib [non] leyfa [non] leyfi [ru] любить [sq] laps [en] lobby [enm] leve [en] helluo librorum [cy] llys [sga] lus [af] lof [nl] lof [non] lof [ro] iubi [sh] ljubiti [sl] ljubiti [de] Lübeck [ofs] laf [sh] љубити [is] ljúfur [en] love-hate [cu] любити [uk] любити [cs] líbit [nn] ljuv [pl] lubić [sq] lumë [ang] geliefan [la] libet [osx] luva [cu] любꙑ [en] lofe [en] lofe [be] любіць [yi] ליבע [sq] labë [yi] ליב [gmq-pro] ᛚᛖᚢᛒᚨᛉ [fa] آلفته [fa] آلفتن [cy] llysiau [sa] लुभ् [non] ljúfr [sa] लोभ [sa] लोभयति [sa] लुभ्यति [sk] ľúbiť,*lewbʰ-,,58,71,etymology_db,,
train-82eb92e8a0072c42-01,[ang] leap [br] lost [kw] lost [la] laus [en] lib [sq] lut [la] lues [la] lutum [la] polluo,*lew-,,9,72,etymology_db,,
train-c882dac4ed0dc0f0-01,[en] on [ofs] on [pdc] aa [la] anus [sq] ane [nb] ane [goh] ana [de] von [de] Enkel [cu] на [ru] на [en] thereabout [de] Ahn [fa] نوشتن [grc] ἀννίς [xcl] հան [xcl] հան [xcl] ան- [sq] anë [lt] anyta [yi] אָן [fa] نگاشتن [gmq-pro] ᚨᚾ [ru] уда,*h₂en-,,24,73,etymology_db,,
train-f6d84fbf29b654a2-01,[kw] on [ro] miel [it] agnello [la] agnus [sh] јагње [dsb] jagnje [sh] jagnje [sl] jagnje [ga] uan [gd] uan [br] oan [cs] jehně [en] yean [sh] janje [cu] агнѧ [orv] агнѧ [cy] oen [bg] агне [ru] ягнёнок [pl] jagnię [pl] jagnię [ru] агнец [be] ягня [uk] ягня [grc] ἀμνός [scn] agneddu [pt] anho [kw] ôn [sga] úan [it] agno [ca] anyell [sk] jahňa [mk] јагне [hsb] jehnjo [sq] enjë,*h₂egʷnós,,35,74,etymology_db,,
train-fd53b5b86eee6b9d-01,[cs] on [zlw-ocs] on [pl] on [sh] on [sk] on [sl] on [sh] one [cs] oni [pl] oni [sh] oni [sk] oni [pl] ono [sh] ono [sk] ono [sh] она [lt] anas [sh] оно [dsb] wón [hsb] wón [rue] він [uk] він [csb] òn [be] ён [csb] òno [csb] òni [szl] uůn [szl] uůna [szl] uůno [szl] uůne [szl] uůńi [szl] ôni,*h₁ónos,,31,75,etymology_db,,
train-7e1310f099f22ad5-01,[sk] on [la] is [sdc] vi [sh] и [la] ibi [grc] εἰ [cy] hwy [gv] eh [ga] a [ru] этот [cy] ef [ga] é [sga] é [sga] é [sa] इव [ltg] jis [kls] ayá [sa] अयम् [sa] एतद् [la] ec- [pa] ਇਹ [hit] 𒄿𒉿𒅈 [sa] इदम् [sa] आत् [sa] इति,*éy,,25,76,etymology_db,,
train-f10b3c1668ec2ab8-01,[sq] nu [da] nu [cel-gau] nu [pi] nu [la] nunc [ru] но [af] nog [nl] nog [nl] noch [dum] noch [ru] ну [sh] no [ru] ныне [cu] нъ [la] nudius [xlu] 𒈾𒀀𒉡𒌦 [uk] нині [sa] नु,*nu,,18,77,etymology_db,,
train-f076c477bfa2032c-01,[ca] nu [fr] nu [gl] nu [pt] nu [de] nackt [sh] nag [sl] nag [da] nøgen [is] nakinn [nb] naken [nn] naken [sv] naken [dsb] nagi [pl] nagi [cs] nahý [zlw-ocs] nahý [sk] nahý [hsb] nahi [goh] nackut [ga] nocht [sga] nocht [fo] nakin [cu] нагъ [ru] нагой [nl] naakt [el] γυμνός [lt] nuogas [sh] наг,*nogʷós,,28,78,etymology_db,,
train-e4e489750229144e-01,[en] bone [en] bein [en] bonfire [la] foedus [ru] бить [cs] bít [sa] भय [fa] بیم [sga] benaid [as] ভয় [bn] ভয় [mr] भिणे [ga] béim [sga] béim [grc] φιτρός [sga] imdibe [sga] bíth [cy] gofid,*bʰeyh₂-,,18,79,etymology_db,,
train-3cac8fe592ff002d-01,[an] y [ast] y [txb] ate [la] et [egl] e [lij] e [roa-opt] e [osp] e [pt] e [sc] e [sdc] e [scn] e [cs] od [pl] od [sh] od [sk] od [sl] od [co] è [pl] ode [cy] ad- [en] ed- [mk] од [sh] од [ga] aithis [xcl] -է [grc] ἔτι [grc] ἀτάρ [hi] अति [sa] अति,*éti,,29,80,etymology_db,,
train-be7bd3a18467aba5-01,[fr] y [ca] aquí [oc] aquí [es] aquí [ro] aici,*ǵʰi-ḱe,,5,81,etymology_db,,
train-14bd869cbd673b13-01,[en] English [en] anger [sq] ang [la] ango [cu] ѫзъкъ [grc] ἄγχω [sl] ozek [sv] ånger [sq] angësht [grc] ἄγχι [grc] ἀγχοῦ,*h₂enǵʰ-,,11,82,etymology_db,,
train-e09b21e62572282b-01,[nb] absolutist [nb] absolusjon [nb] absolutistisk [nb] absolvere [nb] absolutisme [nb] absolutt [nb] absolutt flertall [nb] absolutt gehør [nb] absolutt superlativ [nb] absolutt nullpunkt [nb] absolutt komparativ [nb] absolutt temperatur [nb] absolutt veto [nb] absoluttere [nb] absoluttering [nb] absolvering,*s(w)ēd,,16,83,etymology_db,,
train-ea91ff089fa255ee-01,[nb] absolutist [ro] la [it] Lao [it] lavare [en] lye [non] laug [pt] lavar [es] lavar [fr] laver [sv] lut [la] lavo [en] assoil [nb] absolusjon [nb] absolutistisk [nb] absolvere [nb] absolutisme [nb] absolutt [grc] λούω [xcl] լոգանամ [xcl] լուանամ [sq] laj [ca] llavar [la] lora [la] lomentum [el] λούζω [gl] Loentia [is] lýja [grc] λύθρον [nb] absolutt flertall [nb] absolutt gehør [nb] absolutt superlativ [nb] absolutt nullpunkt [nb] absolutt komparativ [nb] absolutt temperatur [nb] absolutt veto [nb] absoluttere [nb] absoluttering [nb] absolvering [nb] ablusjon [sv] löga [sv] lödder,*lewh₃-,,41,84,etymology_db,,
train-d6cb114465bb0018-01,[nb] absolutist [nb] -ist [nb] absurdist [hi] -ता [sa] -ता [non] -ð [nb] abolisjonist [nb] abasist [nb] abolisjonisme,*-teh₂,,9,85,etymology_db,,
train-cfacd76ad5a01dfe-01,[en] abstemious [mn] там [la] timeo [la] tenebra [sh] тама [sh] tama [cu] тьма [ru] тьма [os] тар [fa] تار [cu] томити [cs] tma [sk] tma [pox] ťåmă [lt] tamsa [la] temetum [ps] تور [ba] тамуҡ [cy] tywyll [ru] томить [br] teñval [gl] Támoga [gl] Támega [gl] Tamuxe [la] Tamaris [bg] тъма [kk] тамұқ,*temH-,,27,86,etymology_db,,
train-fe4389496d69af8b-01,[en] the [kls] te [cs] ten [pl] ten [sk] ten [en] this [pl] to [sga] so [en] they [la] sic [pl] ta [la] si [sdc] si [kls] se [la] sine [sga] sí [da] den [nn] den [sv] den [frr] di [en] soon [grc] ὁ [en] these [la] iste [en] thereabout [la] talis [ru] тот [sa] स [ang] þonne [fo] sá [is] sá [fo] sú [sv] deras [cu] тъ [be] той [uk] той [grc] τότε [grc] τέως [sa] तावत् [ae] 𐬙𐬀 [grc] τηλίκος [ae] 𐬵𐬀 [osc] 𐌔𐌅𐌀𐌝 [got] 𐌸𐌴𐌹,*só,,44,87,etymology_db,,
train-64718d8eada3bd18-01,[nb] abstinent [la] antenna [pt] tender [es] tender [pt] ter [it] tenere [en] tight [la] tener [es] tener [it] tendere [ca] tenir [fr] tenir [en] Titanic [cy] tant [ang] þennan [nb] abstinere [ca] tendre [fr] tendre [ro] ține [de] dehnen [it] tenero [fa] تار [la] tonsilla [pt] terno [fa] تنگ [la] teneo [la] tendo [is] þenja [nrn] tana [nb] abstinens [la] tenus [ga] téad [la] toles [ga] teann [gd] teann [xcl] ոստայն [pt] tensão [grc] ταινία [sga] tét [xcl] թել [ro] tinde [la] pristinus [lb] Dunn [sa] तन् [lv] stingrs [pt] tenro [pl] cięciwa [hi] तंत्र [la] tonsillae [xfa] 𐌕𐌄𐌍𐌄𐌕 [cy] tynnu [ru] тенёто [grc] τένων [ang] þindan [nb] abstinenssymptom [nb] abstinering [lt] tinklas,*ten-,,57,88,etymology_db,,
train-869f417d60bc7892-01,[en] abstruse [en] threat [gd] trod [en] thrust [is] þrýsta [ru] труд [sv] trött [la] trudo [ga] troid [gd] troid [sq] ndrys [sq] tredh [non] þrjóta [nds-de] âdräötig [fa] سست,*trewd-,,15,89,etymology_db,,
train-c41867ddc62e57cd-01,[kmr] pez [nn] fe [it] fio [en] fee [is] fé [non] fé [goh] fihu [de] Vieh [sa] पशु [da] fæ [la] pecu [os] фыс [got] 𐍆𐌰𐌹𐌷𐌿 [la] feudum [as] পশু [ba] мышы [yi] פֿיך [ae] 𐬞𐬀𐬯𐬎 [myv] пучо [gu] પશુ [as] পহু [ps] پسه [sjt] поаʒай [sjt] poaʒaj [prg] pecku [xbc] ποσο,*péḱu,,26,90,etymology_db,,
train-ac07cec779735ddd-01,[osp] pez [es] pez [en] fish [it] pesce [fr] poisson [la] piscis [odt] fisc [ang] fisc [gl] peixe [pt] peixe [da] fisk [ovd] fisk [nb] fisk [nn] fisk [goh] fisk [osx] fisk [sv] fisk [fy] fisk [gmq-bot] fisk [ga] iasc [sc] pische [non] fiskr [ro] pește [ca] peix [nb] fisker [sga] íasc [rm] pesch [nrf] paîsson [nrf] peissoun [rm] pestg [rm] pèsch [nrf] païssaon [roa-opt] peyxe [co] pesciu [nb] abborfisker,*peysḱ-,,35,91,etymology_db,,
train-e4acf601cc131c68-01,[pt] pez [es] pez [la] pix [sh] пакао [sh] pakao [fr] poix [cs] peklo [sk] peklo [co] pece [it] pece [pl] piekło [grc] πίσσα [sc] piche [mk] пекол [sc] pighe,*pik-,,15,92,etymology_db,,
train-5d8d65fe0ec365c7-01,[en] alien [pt] alien [cy] ail [en] else [la] alius [grc] ἀλλά [ga] dara [grc] ἄλλος [ga] eile [gd] eile [ang] el- [es] ajeno [gl] alleo [pt] alheio [xcl] այլ [gv] elley [de] Allotria [sq] allosua [gl] allear [txb] ālyauce,*h₂élyos,,20,93,etymology_db,,
train-a67004e24a05b919-01,[en] season [br] had [en] sow [en] seed [enm] seed [en] semen [id] semen [da] så [nb] så [sv] så [en] menhir [la] saeculum [ang] sawan [ang] sæd [de] säen [is] sá [non] sá [ga] sín [cu] сѣти [nl] zaaien [la] serus [ru] сеять [enm] sowen [la] setius [cy] hil [lb] séien [ga] séasún [sga] síl [got] 𐍃𐌰𐌹𐌰𐌽 [ga] síol [fo] sáa [mga] sínid [pdt] Sot [got] 𐍃𐌴𐌹𐌸𐌿𐍃 [ceb] sorserer [sa] सायम्,*seh₁-,,36,94,etymology_db,,
train-faaa68e492fca819-01,[en] libre [sq] lem [sh] ljudi [en] lede [de] Leute [sq] lej [fa] رستن [la] Liber [grc] Λυδός [uk] людина [grc] ἐλεύθερος [mk] луѓе [en] lith [sq] lashtë [be] людзі [vec] łìbaro [en] ordoliberalism [dsb] luź [non] loðinn [yi] לײַט [fo] lýð- [roa-leo] ḷḷibru [de] Leut [sa] रोधति [de] Loden [txb] lät- [kok] रोव्चे [non] lýðr,*h₁lewdʰ-,,28,95,etymology_db,,
train-66b01b65647100ac-01,[la] color [en] hell [ang] hell [en] cell [lv] salt [it] colore [fr] couleur [pt] cor [en] hall [sv] hall [ga] ceil [la] coleus [en] helm [ang] helm [nl] hal [en] hull [en] hulk [nb] helvete [nn] helvete [sv] helvete [la] celo [nl] hel [is] hel [nn] hel [osx] hel [enm] helen [de] Hölle [la] cilium [la] cella [la] cella [ceb] kolor [pl] kolor [ga] halla [en] hele [en] kilim [sv] hålla [la] ausculto [is] höll [fo] høll [ang] helan [sa] शिशिर [sa] शरण [la] domicilium [en] forhold [en] lith [ru] поклоняться [en] forehold [en] forehold [grc] κολεός [grc] καλύπτω [da] helvede [is] helvíti [en] holk [sv] holk [sq] thelmë [roa-opt] coor [cy] diogel [hi] सुरमा [fa] سرمه [is] hólkur [pal] slt' [fa] سالوس [ga] clúdach [ur] سرمہ,*ḱel-,,64,96,etymology_db,,
train-a666f5d080a9b935-01,[nrf] niet [en] night [rm] not [ca] nit [vec] note [fr] nuit [en] nocturnal [de] Nacht [hrx] Nacht [nds] Nacht [pdc] Nacht [nl] neger [kw] nos [la] nox [af] nag [it] notte [sc] notte [en] notturno [it] notturno [nb] natt [nn] natt [sv] natt [osp] noche [es] noche [nl] nacht [dum] nacht [gml] nacht [ofs] nacht [fy] nacht [da] nat [ru] ночь [cs] noc [csb] noc [dsb] noc [pl] noc [szl] noc [sk] noc [is] nótt [sh] ноћ [sh] noć [gl] noite [roa-opt] noite [pt] noite [nrf] nyit [ro] noapte [ang] niht [br] noz [ist] nuoto [fo] nátt [non] nátt [grc] νύξ [sq] natë [uk] ніч [sl] noč [bg] нощ [lt] naktis [yi] נאַכט [oc] nuèit [ltg] nakts [lv] nakts [cu] нощь [ru] нощь [pox] nüc [hsb] nóc [mk] ноќ [prg] naktin [sa] नक्ति [got] 𐌽𐌰𐌷𐍄𐍃 [sa] अक्तु [sa] नक्त [oc] nuèch [it] nottola [en] noctule [enm] nyght [frp] nuet [ru] нетопырь [rm] notg [hrx] naacht [lb] Nuecht [en] pernoctation [ast] nueche [nrf] gniet [wa] nute [be] ноч [te] నక్తము [wym] naocht [fur] gnot [cy] neithiwr [rup] noapti [non] nǫ́tt [ae] 𐬥𐬀𐬑𐬙𐬎 [frr] nåcht [mxi] نخت [dlm] nuot [lij] néutte [rue] нуч [sa] नक् [rup] nopti [xsv] nakt,*nókʷts,,99,97,etymology_db,,
train-b22cb7f2711c738b-01,[en] die [en] date [vec] dar [es] don [sh] da [sh] да [en] endow [ca] dau [eo] demono [io] demono [inc-ohi] देना [sq] jap [pt] editar [sq] ap [ckb] دان [peo] 𐎭𐎠𐎫𐎶 [peo] 𐎭𐎭𐎠𐎬𐎢𐎺 [cy] rhoi [tg] додан [xcl] տամ [ps] دوی [roa-opt] traiçon [br] reiñ [sq] dhuroj [sq] dhashë [sq] dhunti [xfa] 𐌃𐌄𐌃𐌄𐌕 [sa] दा [sa] ददौ [as] দে [sa] दामन् [bn] দাদ [csb] dôwac [ae] 𐬛𐬁,*deh₃-,,34,98,etymology_db,,
train-d5e403c9dcd78e7a-01,[da] die [pl] dziewczyna [en] fawn [en] doe [sv] di [en] felicity [la] fetus [en] fellate [sh] dijete [ang] delu [sq] dele [la] felicitas [br] died [sv] däggdjur [grc] Τηθύς [cu] доити [kmr] dayik [sa] धेनु [grc] θῆλυς [fr] faon [bqi] دا [grc] θηλή [la] fecundus [la] fello [el] θείος [ro] făt [grc] θεῖος [sga] deug [mga] deog [xcl] դայեակ [is] dilkur [ang] deon [la] faenus [cy] diod [gd] deoghail [pl] dziewka [sq] dosë [xcl] դիեմ [dsb] dojś [sa] धान्य [sga] denaid [as] ধান [inc-oas] ধান [non] dilkr [grc] τίτθη [grc] τιθήνη [grc] τήθη [ltg] dāls [grc] τιτθός,*dʰeh₁(y)-,,49,99,etymology_db,,
train-3a7bbdd32ea3356b-01,[it] die [ga] dia [sga] día [sga] día [sc] di [en] meridian [en] jovial [sa] दिव् [en] Tyr [en] jovially [ur] دن [hi] दिन [sa] दिन [en] hodiernal [sgs] dėina [grc] δῆλος [cy] Iau [el] Ζευς [te] దినము [ceb] dayana [ae] 𐬛𐬫𐬀𐬊𐬱 [fa] لیو [grc] δηθά [grc] ἀρίζηλος [sa] दीव्यति,*dyew-,,25,100,etymology_db,,
train-94f8ee3f3b4fd277-01,[af] een [nl] een [hrx] een [dum] een [gsw] en [da] en [nb] en [gmq-osw] en [sl] en [sv] en [en] one [idb] um [pt] um [sco] an [la] unus [an] uno [it] uno [lad] uno [es] uno [br] un [ca] un [co] un [fax] un [fr] un [lad] un [lij] un [gv] un [wlm] un [ro] un [sdc] un [es] un [cy] un [nb] nan [fo] ein [nn] ein [lad] una [sdc] una [cs] jeden [csb] jeden [pl] jeden [sk] jeden [ruo] ur [gmq-gut] ajn [gmq-bot] ajn [br] unan [da] nul [en] unity [nb] a [pt] unir [sh] један [sh] jedan [sa] एक [rup] unu [ast] unu [co] unu [ruq] unu [ro] unu [sc] unu [sdc] unu [non] einn [is] núll [la] ullus [ga] aon [gd] aon [ms] eka- [pt] uma [enm] oon [sq] nuk [sl] eden [ur] ایک [sq] një [kw] onen [rmw] jekh [yi] אַ [yi] אַן [lad] און [be] адзін [eee] одинъ [mk] еден [ltg] vīns [la] nullus [la] oinos [os] иу [as] এক [bn] এক [wym] ǡ [gv] Anghus [sga] Oíngus [mga] Aengus [ga] Aonghas [gd] Aonghas [lv] viņš [yi] איין [roa-opt] ũu [xum] 𐌖𐌍𐌔 [bg] един [pa] ਇੱਕ [gv] unnane [kw] onan [got] 𐌰𐌹𐌽𐍃 [prg] ains [mga] óen [sga] óen [fax] un-a [or] ଏକ [lad] אונו [hsb] jedyn [zlw-slv] jȧděn [gu] એક [dv] އެކެއް [nb] nullpunkt [osc] 𐌖𐌉𐌍𐌖𐌔 [inc-sap] एक्क [bho] एगो [as] এ- [zea] eên [grc] οἴνη [pa] اک [as] আক [ks] اَکھ [nb] absolutt nullpunkt [sa] एन [nb] aberdeen angus [nn] eidn [uk] їден [dv] އެއް [lad] אונה [pal] 𐫙𐫏𐫇,*óynos,,128,101,etymology_db,,
train-a4b8c3532560d563-01,[nl] zijn [ga] is [en] was [da] er [osx] sin [cs] je [de] sein [fo] vera [nn] vera [gmq-bot] vera [da] være [nb] være [en] soothe [cy] bod [lb] sinn [sh] сам [nds] sien [en] sooth [ang] wesan [ang] synn [lt] būti [non] synd [lv] būt [li] zeen [en] presentative [nds-de] sön [sa] अस् [osx] sundia [pi] atthi [grc] ἐσθλός [ang] ætwesan,*h₁es-,,31,102,etymology_db,,
train-cee1898c80ce7dd8-01,[nl] zijn [gmw-jdt] z'n,*seyno-,,2,103,etymology_db,,
train-79476d07219bef1d-01,[sq] te [en] though [lv] tas [en] tho [en] tho [sq] tash [sq] tani [cs] teď [sq] kënd [lv] tāls [sq] tashti [ltg] tuols,*to-,,12,104,etymology_db,,
train-a95f51da27588878-01,[br] te [en] thou [sco] thou [fy] do [en] thy [da] du [nl] du [ovd] du [de] du [hrx] du [nb] du [nn] du [goh] du [sv] du [nb] due [sq] ti [lij] ti [sh] ti [sl] ti [cy] ti [rup] tu [fr] tu [fur] tu [cel-gau] tu [io] tu [it] tu [rmf] tu [ltg] tu [la] tu [lv] tu [lt] tu [kmr] tu [roa-opt] tu [pt] tu [rom] tu [ro] tu [sdc] tu [rmo] tu [xsv] tu [xto] tu [rmw] tu [cs] ty [dsb] ty [zlw-ocs] ty [pl] ty [szl] ty [sk] ty [hsb] ty [egl] tè [gv] oo [fo] tú [ga] tú [lad] tú [sga] tú [es] tú [be] ты [ru] ты [rue] ты [be] ваш [bg] ваш [mk] ваш [ru] ваш [sh] ваш [uk] ваш [is] þú [non] þú [ang] þu [gmq-osw] þu [hi] तू [li] dou [sc] tue [gmq-oda] thu [grc] σύ [gmq-jmk] dú [co] tù [el] εσύ [pnt] εσύ [fa] تو [fo] tygum [oru] ته [ps] ته [bn] তুমি [cu] тꙑ [sa] त्वम् [peo] 𐎬𐎺𐎶 [csb] të [bg] ти [mk] ти [sh] ти [uk] ти [txb] tuwe [yi] דו [got] 𐌸𐌿 [lad] טו [enm] þou [gme-cgo] tzo [en] T-form [sd] تون [pa] ਤੂੰ [as] তই [ae] 𐬙𐬏𐬨 [bns] तैं [tsd] εκιού [sa] युष्माक [syl] ꠔꠥꠝꠤ [nb] duing [bn] তুঁই [sdc] tóiu,*túh₂,,108,105,etymology_db,,
train-d978bf5775a59601-01,[da] te [sv] te [en] toe [en] diction [fr] diction [en] teach [cy] dull [en] token [rm] dir [fo] tá [is] tá [non] tá [fr] tache [en] interdict [de] Zehe [sv] tå [sa] देश [en] syndic [de] Zeichen [ro] deget [fax] idel [rm] gir [de] Zeh [en] valedictory [gmh] zehe [es] tacha [enm] techen [en] tetchy [non] tign [grc] δείκνυμι [non] teigr [en] anthropodicy [yi] צייכן [en] swadeshi [hi] दिशा [gmw-cfr] Zieh [nl] tijgen [gmq-bot] tâ [zh] 提舍 [bar] Zechn,*deyḱ-,,40,106,etymology_db,,
train-f3b5336f12443b3d-01,[fr] te [la] te [pt] te [ro] te [es] te [it] ti [sdc] ti,*twé,,7,107,etymology_db,,
train-188feee1730d86b2-01,[en] accord [ca] cor [la] cor [la] tertius [el] αλεπού [grc] τρίτος [lij] cheu [mag] 𑂍𑂷𑂀𑂜 [grc] -θρον, ~ ,,9,108,etymology_db,,
