input,output,meaning,num_cognates,cognate_set_id
[Turkish] bone [Tok Pisin] bastet [Turkish] bent [Serbo-Croatian] bend [Serbo-Croatian] bend [English] bind [Danish] band [Danish] band [Norwegian Bokmål] band [Norwegian Bokmål] band [Norwegian Nynorsk] band [Norwegian Nynorsk] band [Swedish] band [Swedish] band [Greek] πεθερός [English] bin [English] bund [Indonesian] banda [Kabuverdianu] banda [Papiamentu] banda [Portuguese] banda [Portuguese] banda [Sranan Tongo] beni [Danish] bande [Danish] bande [German] Bande [German] Bande [Haitian Creole] bann [Elfdalian] binda [Faroese] binda [Icelandic] binda [Old Swedish] binda [Swedish] binda [Swedish] binda [Spanish] bandeja [Dutch] binden [Middle English] binden [Middle Low German] binden [German Low German] binnen [Old English] binn [Bengali] বাঁধ [Italian] fune [Aromanian] funi [Esperanto] bendo [Danish] binde [Norwegian Bokmål] binde [Italian] benna [Latin] benna [Hiligaynon] bandeha [Bengali] বন্ধু [Scottish Gaelic] beus [Irish] buinne [Scottish Gaelic] buinne [Serbo-Croatian] бенд [Serbo-Croatian] бенд [Irish] béas [Mauritian Creole] bann-la [Serbo-Croatian] pizma [Serbo-Croatian] пизма [English] bandh [Greek] φάτνη [Hindi] बाँध [Greek] πείσμα [Romanian] pizmă [Thai] พันธุ์ [Gujarati] બંધ [Hindi] फंदा [Prakrit] 𑀩𑀁𑀥𑀼,*bʰendʰ-,,68,51
[Aragonese] y [Asturian] y [Kabuverdianu] y [Papiamentu] y [Spanish] y [Guinea-Bissau Creole] i [Kabuverdianu] i [Ladino] i [Mirandese] i [Papiamentu] i [French] et [Italian] et [Norman] et [Old French] et [Aromanian] e [Dalmatian] e [Emilian] e [Friulian] e [Galician] e [Guinea-Bissau Creole] e [Indo-Portuguese] e [Istriot] e [Italian] e [Kabuverdianu] e [Ligurian] e [Neapolitan] e [Occitan] e [Old Occitan] e [Old Portuguese] e [Old Spanish] e [Portuguese] e [Portuguese] e [Romanian] e [Sardinian] e [Sassarese] e [Sicilian] e [Spanish] e [Italian] ed [Corsican] è [Translingual] ⁊ [Old Spanish] é [German] &c. [Ladino] אי [Ladino] אי [Swedish] et-tecken [Walloon] eyet [Finnish] et-merkki [German] ⁊c. [German] Et-Zeichen [Tamil] அதிவிடை,*éti,,50,52
[Aragonese] y [Asturian] y [Spanish] y [Ladino] i [Mirandese] i [French] et [Italian] et [Norman] et [Old French] et [Aromanian] e [Dalmatian] e [Emilian] e [Friulian] e [Galician] e [Istriot] e [Italian] e [Ligurian] e [Neapolitan] e [Occitan] e [Old Occitan] e [Old Portuguese] e [Old Spanish] e [Portuguese] e [Romanian] e [Sardinian] e [Sassarese] e [Sicilian] e [Spanish] e [Italian] ed [Corsican] è [Translingual] ⁊ [Old Spanish] é [German] &c. [Ladino] אי [Swedish] et-tecken [Walloon] eyet [Finnish] et-merkki [German] ⁊c. [German] Et-Zeichen,*h₁eti,,39,53
[English] acaulous [Finnish] kaali [English] kale [Catalan] col [Galician] col [Middle English] col [Spanish] col [English] cole [French] chou [Dalmatian] caul [Indonesian] kol [Afrikaans] kool [Dutch] kool [Hungarian] kel [Slovak] kel [Italian] cavolo [Norwegian Nynorsk] kål [Swedish] kål [Faroese] kál [Icelandic] kál [German] Kohlrabi [Translingual] Caulacanthus [Scottish Gaelic] càl [Occitan] caulet [Portuguese] couve [Tetelcingo Nahuatl] culex [Serbo-Croatian] кељ [Serbo-Croatian] kelj [Lower Sorbian] kał [Irish] cál [English] cawl [Welsh] cawl [Hindi] गोभी [Marathi] कोबी [Assamese] কবি [Old English] cawel [Indonesian] kubis [Malay] kubis [Highland Puebla Nahuatl] colex [West Frisian] koal [Jakaltek] culiẍ [Galician] coella [Yola] kaayle [Punjabi] ਗੋਭੀ [Sicilian] cavuliceḍḍu [Sicilian] càvulu [Sicilian] cavuliciḍḍaru [Manipuri] ꯀꯣꯕꯤ,*keh₂u-l-i-,,48,54
[French] accorder [Asturian] coral [English] courage [French] courage [Aragonese] corazón [Asturian] corazón [Galician] corazón [Spanish] corazón [French] cœur [Lombard] cœur [Norman] cœur [Catalan] cor [Galician] cor [Istriot] cor [Old Occitan] cor [Portuguese] cor [Romansch] cor [Venetian] cor [Lombard] coeur [Middle French] coeur [Galician] terzo [Italian] terzo [Italian] cuore [English] quarry [Bourguignon] côr [Franco-Provençal] côr [English] tierce [French] tierce [Dalmatian] cur [Istriot] core [Neapolitan] core [Italian] accordare [English] tritium [Dutch] tritium [English] tauon [English] triton [Esperanto] koro [Ladin] terz [Portuguese] coração [Hungarian] kőr [English] tiercel [Walloon] cour [French] tiers [Old French] tiers [Norman] tchoeu [English] cordiform [Sicilian] cori [Spanish] cuerdo [Venetian] terso [Spanish] coraje [Picard] keur [Polish] kier [Portuguese] coragem [Portuguese] terço [Occitan] còr [English] terzetto [Spanish] tritón [Old French] cuer [Old Spanish] cuer [Portuguese] terçol [Old French] corage [Old French] acorder [Italian] corata [Greek] τρίτος [Catalan] coratge [Occitan] coratge [Galician] cordo [Mirandese] coraçon [Old Portuguese] coraçon [Old Spanish] coraçon [Hungarian] kurázsi [Ladino] korasón [Tarantino] côre [English] anticor [Ligurian] cheu [Catalan] terç [Friulian] cûr [Norman] tchoeur [Galician] coraxe [Romanian] terțiu [Mozarabic] قرجون [Ido] kordio [Galician] acorar [Translingual] Tertiates [Ligurian] tèrso [Picard] tcheur [German] Terzel [Maltese] kuraġġuż [Maltese] kuraġġ [Polish] kuraż [Galician] encorar [Romagnol] cör [Lombard] cœr [Mozarabic] קרגּון, ~ ,,94,55
[Galician] pez [Portuguese] pez [Spanish] pez [English] pitch [Basque] bike [Welsh] pyg [Irish] pic [Swedish] beck [Faroese] pitsa [German] Pech [Luxembourgish] Pech [Catalan] pega [French] poix [Icelandic] bik [Corsican] pece [Italian] pece [Finnish] piki [Dutch] pikken [Westrobothnian] bek [Romanian] păcură [English] picamar [Dalmatian] pecla [Sardinian] piche [Italian] pegola [Latvian] piķis [English] Pick [Venetian] pégoła [Esperanto] peĉo [Sardinian] pighe,*pik-,,29,56
[Spanish] pez [Spanish] pez [Spanish] pez [German] Fisch [Hunsrik] Fisch [Pennsylvania German] Fisch [Bourguignon] poisson [French] poisson [Old French] poisson [Guinea-Bissau Creole] pis [Tok Pisin] pis [Friulian] pes [Afrikaans] vis [Dutch] vis [Zealandic] vis [English] pescetarian [Faroese] fiskur [Icelandic] fiskur [Galician] peixe [Portuguese] peixe [Danish] fisk [Elfdalian] fisk [Norwegian Bokmål] fisk [Norwegian Nynorsk] fisk [Swedish] fisk [Westrobothnian] fisk [Scottish Gaelic] iasg [Irish] iasc [Breton] pesk [Kristang] pesi [Istriot] piso [French] Poissons [Yiddish] פֿיש [Romanian] pescui [Cimbrian] viss [Old Swedish] fisker [Kabuverdianu] pêxi [Kabuverdianu] pêxi [Manx] eeast [French] pisciculture [French] piscicole [Aromanian] pescu [English] Fisk [English] Fisk [Kabuverdianu] pexi [Norman] paîsson [Sranan Tongo] fisi [English] pisci- [Catalan] pisci- [Cornish] pysk [Spanish] peje [Norman] peissoun [Romansch] pestg [Norman] païssaon [Louisiana Creole French] posson [Haitian Creole] pwason [Louisiana Creole French] pwason [Mauritian Creole] pwason [Seychellois Creole] pwason [Plautdietsch] Fesch [Cimbrian] visch [Dutch Low Saxon] visch [Middle Dutch] visch [Mòcheno] visch [Finnish] fisustaa [Papiamentu] piská [Kabuverdianu] pechi [Transylvanian Saxon] Fäsch [Megleno-Romanian] peaști,*peysḱ-,,69,57
[English] avatar [French] avatar [Indonesian] avatar [Scottish Gaelic] o [English] auto [Czech] auto [Finnish] auto [Interlingua] auto [Spanish] auto [Hungarian] auto- [Indonesian] auto- [Italian] auto- [Norwegian Bokmål] auto- [Norwegian Nynorsk] auto- [Portuguese] auto- [English] automobile [Persian] و [Irish] ua [English] autism [English] autological [Icelandic] bíll [Tagalog] awa [Manx] oe [Irish] ó [Middle Irish] ó [English] authalic [Scottish Gaelic] ogha [Greek] αυτός [Greek] αυτή [Scottish Gaelic] bho [Faroese] bilur [Old Gujarati] अवतार [Catalan] automòbil [German] Autismus [Spanish] autismo [Cebuano] awto [Polish] autyzm [Hungarian] autizmus [Tamil] அவதாரம் [Manx] veih [Manx] voish [Mariupol Greek] тос [Esperanto] aŭtismo [Japanese] アバター [Bengali] অবতার [English] autoptic [Kazakh] аутизм [Bulgarian] авто- [Russian] авто- [Ido] automobilo [Portuguese] autoclismo [Kazakh] автоклав [Thai] อวตาร [Kashmiri] نیٚچُو [Indonesian] awatara,*h₂ew,,55,58
[English] autumn [Irish] fuar [Scottish Gaelic] fuar [Romanian] toamnă [Scottish Gaelic] fuachd [Occitan] auton [Galician] outono [Portuguese] outono [Asturian] otoñu [Romansch] aton [Irish] uair [Scottish Gaelic] uair [Ido] autuno [Middle Irish] úar [Romansch] atun [Manx] feayr [Romansch] utuon [Irish] fuacht [Aromanian] toamnã [Venetian] utuno [Mirandese] outonho [Manx] feayght [Norman] autaomme [Dalmatian] autun [Friulian] autun [Ligurian] aotùnno [Middle English] autumpne [Sardinian] atonnu [Aromanian] tomne [Sassarese] attugnu,*h₃ewǵ-,,30,59
[English] autumn [Italian] austero [Portuguese] austero [Spanish] austero [Romanian] toamnă [Occitan] auton [Kholosi] sako [Galician] outono [Portuguese] outono [Asturian] otoñu [Romansch] aton [Bhojpuri] सूखा [Hindi] सूखा [Ido] autuno [Romansch] atun [Romansch] utuon [Aromanian] toamnã [Venetian] utuno [Mirandese] outonho [Greek] αυστηρός [Norman] autaomme [Dalmatian] autun [Friulian] autun [Gujarati] સૂકું [Ligurian] aotùnno [Middle English] autumpne [Kamta] শুকান [Phalura] šúša [Sardinian] atonnu [Aromanian] tomne [Bengali] শুঁটকি [Bengali] হুটকি [Romani] śuko [Bengali] হুনি [Sassarese] attugnu,*h₂sews-,,35,60
[English] alien [Old French] el [Portuguese] al [English] allotrope [French] allotrope [English] allergy [English] allo- [Polish] allo- [English] allelomorph [Hungarian] allergia [English] Dara [Greek] αλλαγή [English] allosaurus [English] allochthonous [Greek] αλλεργία [Polish] alergia [Greek] αλλού [Dutch] allochtoon [Indonesian] alo- [Polish] alo- [English] allostasis [Kazakh] аллергия [Greek] άλλος [Greek] αλλά [Irish] alla- [Kazakh] аллотропия [Translingual] Allosaurus [Translingual] Alioramus [English] aliety [English] allodoxaphobia [Portuguese] alóctone [Albanian] allosua [French] allochtone [Cebuano] alerdyi [Armenian] էլ [Latvian] alerģija [Indonesian] alergi,*h₂élyos,,37,61
[Tok Pisin] het [Swedish] kappa [Torres Strait Creole] ed [English] corporal [English] chief [Old French] chief [Dalmatian] cup [Scots] chap [English] cabbage [English] captain [Aromanian] cap [Catalan] cap [French] cap [Occitan] cap [Romanian] cap [Welsh] capel [Istriot] capo [Italian] capo [Tok Pisin] hetman [English] cape [English] chef [French] chef [Italian] chef [Middle English] chef [Norman] chef [Italian] capitare [Italian] baccalà [Esperanto] ĉefo [English] mischief [Asturian] acabar [Catalan] acabar [Occitan] acabar [Spanish] acabar [Spanish] jefe [Polish] kapo [German] Kappe [Dutch] kaap [Norwegian Bokmål] kappe [Portuguese] capítulo [English] caudillo [Spanish] caudillo [English] chieftain [Scots] chieftain [Uzbek] kapot [Portuguese] chapa [Spanish] capataz [Portuguese] chefe [Swedish] kap [Lower Sorbian] kapa [French] couper [Italian] capa [Neapolitan] capa [Sicilian] capa [Tarantino] capa [French] chapitre [English] cabochon [English] kepi [English] capitule [Manx] captan [Norman] chapé [English] chape [Middle English] chape [Romansch] cho [English] capite [Italian] capitano [Venetian] cao [Czech] kapitán [Spanish] capitán [Occitan] capitani [Galician] cabo [Portuguese] cabo [Spanish] cabo [French] capitaine [Indonesian] kapten [Romansch] chau [Polish] szef [Hungarian] káplár [Sranan Tongo] ede [Italian] scapitare [Luxembourgish] Kap [Indonesian] sep [Norwegian Bokmål] sjef [Norwegian Nynorsk] sjef [Icelandic] hedd [Italian] capecchio [Italian] capitagna [Russian] капа [Romanian] căpățână [Occitan] chabar [Occitan] cabussar [Romanian] căpăta [Romanian] scăpăta [Corsican] capu [Spanish] cabildo [Romanian] șef [Norwegian Bokmål] kapp [Norwegian Nynorsk] kapp [Venetian] capeło [Ladino] kavesa [Ladino] קאב׳יסה [Romansch] tgea [Asturian] cabu [Romansch] tgau [Romansch] tgieu [Romansch] cheu [Aromanian] ascapit [Old French] chanfrain [Portuguese] caudilho [Norman] cap'taine [Catalan] capità [Yiddish] קאפעלע [Friulian] cjâf [Spanish] alcaucil [Polish] kapota [Irish] séipéal [Aromanian] cãpitsãnã [Old French] caboce [Old French] chever [Catalan] cabdill [Cebuano] hepe [Tagalog] hepe [Irish] captaen [Catalan] cabdell [Tok Pisin] hetpilo [Italian] capitergio [Irish] cába [Ladin] cë [Italian] kapò [Catalan] cabeç [Sicilian] baccalaru [Romagnol] cavdël [Cimbrian] kèpple [Swedish] käppi,*káput-,,133,62
[German Low German] ik [Middle English] ik [Middle Low German] ik [North Frisian] ik [Scots] ik [Scots] ik [West Frisian] ik [Mòcheno] i [Neapolitan] i [Leonese] you [Mirandese] you [Kriol] ai [Torres Strait Creole] ai [Romansch] ia [Danish] jeg [Norwegian Bokmål] jeg [Alemannic German] ich [Central Franconian] ich [Cimbrian] ich [German] ich [Hunsrik] ich [Limburgish] ich [Middle High German] ich [Pennsylvania German] ich [Swedish] jag [Swedish] jag [Fiji Hindi] ham [Galician] eu [Galician] eu [Old Occitan] eu [Old Portuguese] eu [Portuguese] eu [Portuguese] eu [Romanian] eu [Romansch] eu [Sassarese] eu [Romansch] jeu [Franco-Provençal] je [French] je [Old French] je [Gutnish] ja [Romansch] eau [Faroese] eg [Faroese] eg [Icelandic] eg [Icelandic] eg [Norn] eg [Norn] eg [Norwegian Nynorsk] eg [Norwegian Nynorsk] eg [Belarusian] я [Rusyn] я [Ukrainian] я [Afrikaans] ek [Icelandic] ek [Icelandic] ek [Old Norse] ek [Aromanian] io [Istro-Romanian] io [Italian] io [Megleno-Romanian] io [Neapolitan] io [Savi] ma [Jutish] æ [Norwegian Nynorsk] æ [Greek] εγώ [Pontic Greek] εγώ [Asturian] yo [Chavacano] yo [Ladino] yo [Spanish] yo [Naga Pidgin] moi [English] az [Catalan] jo [Friulian] jo [Occitan] jo [English] egotism [English] egoism [Irish] mé [English] yola [Sardinian] deo [Romagnol] a [English] I [Norwegian Nynorsk] I [Norwegian Nynorsk] I [Vilamovian] ych [Icelandic] ég [Sicilian] iu [Armenian] ես [Armenian] ես [Romansch] jou [Dogri] मैं [Hindi] मैं [Kumaoni] मैं [Old Hindi] मैं [Romansch] jau [English] egoist [Occitan] ieu [Manx] mee [Dalmatian] ju [Yiddish] איך [Yevanic] אגו [Low German] ick [German] Egoismus [English] ego- [Mariupol Greek] го [Kalasha] آ [Armenian] իմ [Armenian] իմ [Urdu] میں [Luxembourgish] ech [Aromanian] iou [Elfdalian] ig [Elfdalian] ig [Neapolitan] ije [Saterland Frisian] iek [Old Swedish] iak [Ladino] ייו [Walloon] dji [Pali] अहं [Rajasthani] अहम [Gujarati] હું [Assamese] মই [Bengali] মই [Early Assamese] মই [Hajong] মই [Old Danish] iegh [Braj] हौं [Gandhari] 𐨀𐨱 [Gandhari] 𐨀𐨱 [Old Gujarati] हउं [Bulgarian] азе [Ashokan Prakrit] 𑀅𑀳𑀁 [Konkani] हांव [Old Hindi] हूं [Garhwali] मि [Awadhi] मइ [Kachchi] આઉં [Ashokan Prakrit] 𐨀𐨀𐨎 [Ashokan Prakrit] 𐨀𐨱𐨎 [Bundeli] मै [Bundeli] मै [Bengali] মৈ [Tsakonian] εζού [Dhivehi] މަ [Corsican] eiu [Kholosi] māy [Bengali] মুই [Niya Prakrit] 𐨀𐨱𐨂 [Magahi] 𑂃𑂯𑂧,*éǵh₂,,150,63
[English] van [French] van [English] wing [English] atmosphere [Dutch] wan [English] fan [Middle English] fan [Swedish] -athlon [Catalan] atmosfera [Corsican] atmosfera [Italian] atmosfera [Portuguese] atmosfera [Icelandic] vængur [Estonian] vann [Danish] vinge [Norwegian Bokmål] vinge [Swedish] vinge [Swedish] vaja [German] Wanne [Italian] vanni [Faroese] vongur [Albanian] atmosferë [German] Atmosphäre [Asturian] atmósfera [Spanish] atmósfera [Estonian] atmosfäär [Czech] vítr [Bhojpuri] भा [Galician] abano [Finnish] vanna [Finnish] vanna [Uzbek] vanna [Galician] abanar [Lithuanian] vonia [Cebuano] abaniko [Greek] ατμός [Catalan] atmo- [Dutch] atmo- [French] atmo- [Polish] atmo- [Portuguese] atmo- [Spanish] atmo- [Kazakh] атмосфера [Greek] ατμόσφαιρα [Kazakh] биатлон [Hungarian] atmoszféra [Dutch] wannen [Persian] وان [Norwegian Bokmål] vaie [Konkani] वा [Norman] atmosphéthe [Luxembourgish] Wann [Luxembourgish] Wann [Norwegian Nynorsk] veng [Kannada] ವಾ [Yiddish] וואַנע [Yiddish] אַטמאָספֿער [Westrobothnian] vaingj [Latvian] atmosfēra [Bhojpuri] 𑂦𑂰 [English] Viter [Polish] Witer,*h₂weh₁-,,62,64
[Afrikaans] van [Galician] abrir [Portuguese] abrir [Kabuverdianu] abrí [Kabuverdianu] abri [English] off vocal [Malayalam] ഓഫ് [Malayalam] ഓഫാക്കുക,*h₂epo,,8,65
[Antillean Creole] van [Haitian Creole] van [Portuguese] ventana [Spanish] ventana [Indonesian] bad [Afrikaans] wind [Old Occitan] ven [English] vent [Catalan] vent [French] vent [Norman] vent [Occitan] vent [Old French] vent [Esperanto] vento [Esperanto] vento [Esperanto] vento [Galician] vento [Ido] vento [Istriot] vento [Italian] vento [Portuguese] vento [Mauritian Creole] divan [Friulian] vint [Megleno-Romanian] vint [Picard] vint [Walloon] vint [Chavacano] viento [Chavacano] viento [Spanish] viento [Faroese] vindur [Icelandic] vindur [Mirandese] bento [Galician] venta [Portuguese] venta [Guinea-Bissau Creole] bentu [Kabuverdianu] bentu [Sardinian] bentu [Danish] vind [Danish] vind [Norwegian Bokmål] vind [Norwegian Nynorsk] vind [Swedish] vind [French] venter [German] Ventil [English] abat-vent [Italian] sventare [Dutch] winti [Spanish] ventisca [Galician] ventá [Sicilian] ventu [Irish] feadóg [Romanian] vânt [Irish] fead [Scottish Gaelic] fead [Sicilian] sbintari [French] éventer [Portuguese] Bacu [Romanian] zvânta [Bourguignon] vant [Aromanian] vimtu [English] subventaneous [Asturian] vientu [Dalmatian] viant [Romagnol] vènt [Venetian] vènt [Portuguese] ventã [Old Portuguese] ventãa [Aromanian] zvintu [Sardinian] bentana [Hindi] मुबारकबाद [Ligurian] vénto [Kachchi] વા [Papiamentu] bientu [Papiamentu] bientu [Sylheti] ꠛꠣꠔ [Aromanian] vintu [Polish] wentyl [Oriya] ବାତ [Bengali] বাত [Hungarian] szelep [Indonesian] balabad,*h₂wéh₁n̥ts,,81,66
[Danish] van [Danish] van [Norwegian Nynorsk] van [Norwegian Nynorsk] van [Swedish] van [Nigerian Pidgin] wan [English] waste [English] waste [Old French] gast [English] vast [Romanian] vast [English] wast [Catalan] barb [Galician] vasto [Italian] vasto [Portuguese] vasto [Spanish] vasto [Galician] vagar [Galician] verro [English] wan- [Scots] wan- [Spanish] barro [Yola] vaste [English] vastus [Icelandic] vanur [Sranan Tongo] wani [Icelandic] van- [Norwegian Bokmål] van- [Norwegian Nynorsk] van- [Swedish] van- [English] vaniloquence [Bislama] wantem [Catalan] vacar [Portuguese] vacar [Spanish] vacar [Tok Pisin] westim [Japanese] ウエス [Chinese Pidgin English] wantchee [Galician] vérrago [Yola] wauste [Yola] wasth,*h₁weh₂-,,41,67
[Danish] van [Danish] van [Norwegian Nynorsk] van [Norwegian Nynorsk] van [Swedish] van [Middle High German] wine [Norwegian Bokmål] ven [Norwegian Nynorsk] ven [Afrikaans] wen [Afrikaans] wen [English] Venus [Icelandic] Venus [Romanian] Venus [Tagalog] Venus [Danish] under [Norwegian Bokmål] under [Norwegian Nynorsk] under [Old Swedish] under [Swedish] under [Icelandic] vin [English] venial [Piedmontese] venial [Portuguese] venial [Spanish] venial [Faroese] vinna [Faroese] vinna [Icelandic] vinna [Icelandic] vinna [Norwegian Nynorsk] vinna [Old Swedish] vinna [Swedish] vinna [Norwegian Bokmål] vinne [Swedish] vän [Dutch] winnen [Spanish] venera [English] wonted [Portuguese] Vénus [Italian] Venere [Maltese] Venere [Breton] Gwener [Welsh] Gwener [Catalan] venerar [Portuguese] venerar [Spanish] venerar [Italian] venerare [Galician] vieira [Spanish] vieira [Faroese] undur [Icelandic] undur [Spanish] venia [Icelandic] ósk [English] wone [Middle English] wone [Danish] ønske [Norwegian Bokmål] ønske [Icelandic] vanur [Tok Pisin] winim [Tok Pisin] winim [Tok Pisin] winim [Taos] benę̀nuʼúne [Danish] vinde [French] venimeux [Old French] venimeux [Italian] veniale [Swedish] undra [French] vénerie [Norwegian Nynorsk] ynske [Irish] Véineas [Middle English] venerie [Old French] venerie [Dutch] venijn [Dutch] venijn [Danish] undre [Catalan] vènia [Navajo] Biinis [French] vénérien [Icelandic] yndi [Vietnamese] uôn [Portuguese] vénia [Yiddish] ווענוס [Danish] ynde [Icelandic] vænn [Maltese] velenu [Jersey Dutch] wône,*wenh₁-,,84,68
[Norwegian Nynorsk] dat [Kalasha] te [Westrobothnian] he [Tok Pisin] dispela [Nigerian Pidgin] dis [Norwegian Bokmål] det [Norwegian Nynorsk] det [Swedish] det [Pali] tad [Yola] a [Old Swedish] þæt [Swedish] att [Westrobothnian] att [Icelandic] það [Danish] denne [Bengali] তার [Sranan Tongo] disi [Marathi] तिथे [Bengali] তাই [Norwegian Nynorsk] dæ,*tód,,20,69
[Rohingya] dat [Central Franconian] Zahn [German] Zahn [Catalan] dental [French] dental [Occitan] dental [Portuguese] dental [Spanish] dental [Norman] dent [Old French] dent [Piedmontese] dent [Romansch] dent [Friulian] dint [Walloon] dint [Neapolitan] dente [Portuguese] dente [English] heterodont [Afrikaans] tand [Romani] dand [Aragonese] dient [Romansch] daint [Translingual] Odonata [English] dentin [Aromanian] dinte [Armenian] ատամ [Bourguignon] dant [Irish] déad [Assamese] দাঁত [Bengali] দাঁত [Aromanian] dinti [English] -odontia [Translingual] odonto- [English] odonto- [Urdu] دانت [Indonesian] danta [Irish] ódónta- [Yiddish] צאָן [English] mesiodens [Central Franconian] Zand [Translingual] Odocoileus [Punjabi] ਡੰਦ [Central Franconian] Zank [Oriya] ଦାନ୍ତ [Punjabi] ਦੰਦ [English] dontopedalogy [English] dancette [Marathi] दात [Punjabi] دند [Luwati] 𑈜𑈴𑈛 [Early Assamese] দান্ত [Domari] ḍanḍ [Balinese] ᬤᬦ᭄ᬢ [Kazakh] дентин [Scottish Gaelic] deud [Translingual] Odobenus [Italian] Odocelo [Italian] odocoileo [Italian] Odocoileo [Italian] odocelo [Kholosi] dānd [Prakrit] 𑀤𑀁𑀢 [Phalura] dáand [Kashmiri] دَنٛد [Romagnol] dént [French] -odonte,*h₃dónts,,65,70
[English] color [Asturian] color [Catalan] color [Galician] color [Occitan] color [Old French] color [Old Occitan] color [Old Spanish] color [English] hell [Middle English] colour [English] cell [English] cell [Welsh] cell [Welsh] cell [Italian] colore [French] couleur [Norman] couleur [Galician] cor [Galician] cor [Portuguese] cor [Portuguese] cor [Afrikaans] sel [Afrikaans] sel [Indonesian] sel [Indonesian] sel [Afrikaans] kleur [Afrikaans] kleur [Dutch] kleur [West Frisian] kleur [West Frisian] kleur [Turkish] hol [English] heal [English] coleus [Latin] coleus [English] helm [Middle English] helm [Romanian] coi [Luxembourgish] Hall [Galician] cela [Galician] cela [Polish] cela [Polish] cela [Portuguese] cela [Portuguese] cela [Esperanto] koloro [Esperanto] koloro [Esperanto] koloro [Ido] koloro [Ido] koloro [Ido] koloro [Danish] celle [Danish] celle [Middle English] celle [Middle English] celle [Norwegian Bokmål] celle [Norwegian Bokmål] celle [Norwegian Nynorsk] celle [Norwegian Nynorsk] celle [English] cellar [English] cellar [English] domicile [Middle English] helen [Dutch] cel [Dutch] cel [Indonesian] sarana [Javanese] sarana [Breton] kell [Breton] kell [Breton] kell [Cornish] kell [Cornish] kell [Cornish] kell [Yola] helt [Yola] helt [Hungarian] cella [Hungarian] cella [Italian] cella [Italian] cella [Middle English] helle [German] Keller [German] Keller [Hutterisch] Keller [Hutterisch] Keller [Norwegian Bokmål] selle [Norwegian Bokmål] selle [Norwegian Nynorsk] selle [Norwegian Nynorsk] selle [Translingual] Biciliata [English] hele [English] hele [Italian] ciglio [Translingual] Coleoidea [English] domiciliary [English] seel [Catalan] domicili [Italian] domicilio [Spanish] domicilio [Persian] سرد [Finnish] selli [Finnish] selli [Irish] cill [Irish] cill [Scottish Gaelic] cill [Scottish Gaelic] cill [Greek] κελί [Greek] κελί [Welsh] caill [Welsh] caill [Romanian] celar [Romanian] celar [French] cellier [French] cellier [Sardinian] chedda [Sardinian] chedda [English] coleoptile [Italian] coleoptile [Manx] keeill [Manx] keeill [Swahili] seli [Middle English] helme [Old English] cyll [Danish] kulør [Norwegian Bokmål] kulør [Norwegian Nynorsk] kulør [Haitian Creole] koulè [Old French] celier [Old French] celier [Catalan] celler [Catalan] celler [Italian] cellario [Italian] cellario [German] Domizil [Greek] κολεός [Luxembourgish] Zell [Luxembourgish] Zell [Norman] couoleu [Norman] couleu [Norman] ch'lyi [Norman] ch'lyi [Serbo-Croatian] ћелија [Serbo-Croatian] ћелија [Serbo-Croatian] ćelija [Serbo-Croatian] ćelija [Norman] êcouter [Portuguese] domicílio [Galician] celeiro [Galician] celeiro [Portuguese] celeiro [Portuguese] celeiro [Mirandese] quelor [Italian] cellaio [Italian] cellaio [Translingual] Coleus [Old Portuguese] coor [Dalmatian] colaur [Friulian] colôr [Yiddish] קאָליר [Sardinian] chizu [Aromanian] colj [Aromanian] coljiu [French] coléoptile [Arabic] قلاية [Arabic] قلاية [Middle English] healm [Aromanian] tsilar [Aromanian] tsilar [Galician] Celanova [Galician] Celanova [Friulian] celâr [Friulian] celâr [Hindi] सर्द [Bengali] হাল [Alemannic German] Gajung [Pali] saraṇa [Hungarian] hungarocell [Mauritian Creole] kouler [Marshallese] jeeļ [Marshallese] jeeļ [Indonesian] kelir [Swedish] kulör [Indonesian] domisili [Phalura] haál [Kazakh] колориметр [Kashmiri] شِشُر [Louisiana Creole French] koulær,*ḱel-,,185,71
[Norwegian Bokmål] die [Norwegian Nynorsk] die [Italian] zio [Old Spanish] tio [Portuguese] tio [Galician] tío [Spanish] tío [Romanian] fecund [Asturian] tíu [Portuguese] teta [Irish] deoch [Scottish Gaelic] deoch [English] felo de se [Greek] θηλή [Greek] θείος [Armenian] դայակ [Bikol Central] tito [Cebuano] tito [Tagalog] tito [Sicilian] ziu [Manx] jough [Middle Irish] deog [Icelandic] dilkur [Aromanian] ficior [Romanian] fecior [Latin] thius [Maltese] ziju [English] thelium [English] thelion [Esperanto] fekunda [Bikol Central] tiyo [Cebuano] tiyo [Hindi] धान [Assamese] ধান [Early Assamese] ধান [Assamese] গোমধান [Sylheti] ꠗꠣꠘ [Sardinian] tziu [English] thelitis [Latin] tius [Tamil] தானியம் [Aromanian] fãcior,*dʰeh₁(y)-,,42,72
